icd9_code,short_title,long_title
20042,Mantle cell lymph thorax,"Mantle cell lymphoma, intrathoracic lymph nodes"
9712,Poison-sympathomimetics,Poisoning by sympathomimetics [adrenergics]
9012,Inj superior vena cava,Injury to superior vena cava
E9433,Adv eff cathartics NEC,"Other cathartics, including intestinal atonia drugs, causing adverse effects in therapeutic use"
7359,Acq deformity of toe NOS,Unspecified acquired deformity of toe
7013,Striae atrophicae,Striae atrophicae
5371,Gastric diverticulum,Gastric diverticulum
8280,Fx legs w arm/rib-closed,"Closed multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum"
0030,Salmonella enteritis,Salmonella gastroenteritis
43400,Crbl thrmbs wo infrct,Cerebral thrombosis without mention of cerebral infarction
73001,Ac osteomyelitis-shlder,"Acute osteomyelitis, shoulder region"
9108,Superfic inj head NEC,"Other and unspecified superficial injury of face, neck, and scalp, without mention of infection"
78054,Hypersomnia NOS,"Hypersomnia, unspecified"
7782,NB cold injury syndrome,Cold injury syndrome of newborn
45910,Postphlbtc synd w/o comp,Postphlebetic syndrome without complications
71888,Jt derangment NEC-oth jt,"Other joint derangement, not elsewhere classified, other specified sites"
V660,Surgical convalescence,Convalescence following surgery
2755,Hungry bone syndrome,Hungry bone syndrome
52460,TMJ disorders NOS,"Temporomandibular joint disorders, unspecified"
86411,Liver hematom/contus-opn,"Injury to liver with open wound into cavity, hematoma and contusion"
81393,Fx radius w ulna NOS-opn,Open fracture of unspecified part of radius with ulna
V5049,Prphylct orgn rmvl other,Other prophylactic gland removal
V8409,Genetic susc mal neo NEC,Genetic susceptibility to other malignant neoplasm
2528,Parathyroid disorder NEC,Other specified disorders of parathyroid gland
53311,Ac peptic ulc w perf-obs,"Acute peptic ulcer of unspecified site with perforation, with obstruction"
2104,Benign neo mouth NEC/NOS,Benign neoplasm of other and unspecified parts of mouth
1453,Malig neo soft palate,Malignant neoplasm of soft palate
E8002,RR coll NOS-pedestrian,Railway accident involving collision with rolling stock and injuring pedestrian
81230,Fx humerus NOS-open,Open fracture of unspecified part of humerus
81391,Fracture radius NOS-open,Open fracture of unspecified part of radius (alone)
33828,Chronic postop pain NEC,Other chronic postoperative pain
9881,Toxic effect mushrooms,Toxic effect of mushrooms eaten as food
E8655,Acc poison-mushrooms,Accidental poisoning from mushrooms and other fungi
81513,Fx metacarpal shaft-open,Open fracture of shaft of metacarpal bone(s)
68111,Onychia of toe,Onychia and paronychia of toe
47870,Disease of larynx NOS,Unspecified disease of larynx
1809,Mal neo cervix uteri NOS,"Malignant neoplasm of cervix uteri, unspecified site"
07052,Hpt dlt wo b wo hpt coma,Hepatitis delta without mention of active hepatitis B disease or hepatic coma
83302,Disloc radiocarpal-clos,Closed dislocation of radiocarpal (joint)
85109,Cortex contus-concus NOS,"Cortex (cerebral) contusion without mention of open intracranial wound, with concussion, unspecified"
94426,2 deg burn back of hand,"Blisters , epidermal loss [second degree] of back of hand"
E9881,"Undeterm circ-burn, fire","Injury by burns or fire, undetermined whether accidentally or purposely inflicted"
V8532,"BMI 32.0-32.9,adult","Body Mass Index 32.0-32.9, adult"
3336,Genetic torsion dystonia,Genetic torsion dystonia
51911,Acute bronchospasm,Acute bronchospasm
95899,Trauma compart synd NEC,Traumatic compartment syndrome of other sites
86353,Descending colon inj-opn,"Injury to descending [left] colon, with open wound into cavity"
30015,Dissociative react NOS,"Dissociative disorder or reaction, unspecified"
53341,Chr peptic ulc w hem-obs,"Chronic or unspecified peptic ulcer of unspecified site with hemorrhage, with obstruction"
9528,Spin cord inj-mult site,Multiple sites of spinal cord injury without evidence of spinal bone injury
8977,"Amputat leg, bilat-compl","Traumatic amputation of leg(s) (complete) (partial), bilateral [any level], complicated"
E8042,Fall from train-pedest,"Fall in, on, or from railway train injuring pedestrian"
V1060,Hx of leukemia NOS,"Personal history of leukemia, unspecified"
63380,Ect preg NEC w/o int prg,Other ectopic pregnancy without intrauterine pregnancy
6172,Tubal endometriosis,Endometriosis of fallopian tube
1598,Mal neo gi/intra-abd NEC,Malignant neoplasm of other sites of digestive system and intra-abdominal organs
53521,Gstr mcsl hyprt w hmrg,"Gastric mucosal hypertrophy, with hemorrhage"
7675,Facial nerve inj-birth,Facial nerve injury due to birth trauma
61171,Mastodynia,Mastodynia
79380,Ab mammogram NOS,"Abnormal mammogram, unspecified"
3732,Chalazion,Chalazion
4802,Parinfluenza viral pneum,Pneumonia due to parainfluenza virus
3029,Psychosexual dis NOS,Unspecified psychosexual disorder
3308,Cereb degen in child NEC,Other specified cerebral degenerations in childhood
E9380,Adv eff cns muscl depres,Central nervous system muscle-tone depressants causing adverse effects in therapeutic use
24981,Sec DM other uncontrld,"Secondary diabetes mellitus with other specified manifestations, uncontrolled"
20071,Large cell lymphoma head,"Large cell lymphoma, lymph nodes of head, face, and neck"
V7219,Exam ears & hearing NEC,Other examination of ears and hearing
1110,Pityriasis versicolor,Pityriasis versicolor
28952,Splenic sequestration,Splenic sequestration
29653,Bipol I curr dep w/o psy,"Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior"
3013,Explosive personality,Explosive personality disorder
V8544,"BMI 60.0-69.9, adult","Body Mass Index 60.0-69.9, adult"
37500,Dacryoadenitis NOS,"Dacryoadenitis, unspecified"
64241,Mild/NOS preeclamp-deliv,"Mild or unspecified pre-eclampsia, delivered, with or without mention of antepartum condition"
1574,Mal neo islet langerhans,Malignant neoplasm of islets of langerhans
78343,Short stature,Short stature
69012,Sbrheic infantl drmtitis,Seborrheic infantile dermatitis
90140,Inj pulmonary vessel NOS,"Injury to pulmonary vessel(s), unspecified"
V1819,Fm hx endo/metab dis NEC,Family history of other endocrine and metabolic diseases
7913,Myoglobinuria,Myoglobinuria
V4614,Mech comp respirator,Mechanical complication of respirator [ventilator]
28866,Bandemia,Bandemia
32362,Postinf encephalitis NEC,Other postinfectious encephalitis and encephalomyelitis
V1365,Hx-cong malform-heart,Personal history of (corrected) congenital malformations of heart and circulatory system
20022,Burkitt's tumor thorax,"Burkitt's tumor or lymphoma, intrathoracic lymph nodes"
42511,Hyprtrophc obst cardiomy,Hypertrophic obstructive cardiomyopathy
66622,Delay p/p hem-del w p/p,"Delayed and secondary postpartum hemorrhage, delivered, with mention of postpartum complication"
65101,Twin pregnancy-delivered,"Twin pregnancy, delivered, with or without mention of antepartum condition"
53087,Mech comp esophagostomy,Mechanical complication of esophagostomy
53111,Ac stom ulc w perf-obst,"Acute gastric ulcer with perforation, with obstruction"
74353,Cong chorioretinal degen,"Chorioretinal degeneration, congenital"
01354,TB sp crd absc-cult dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
V8524,"BMI 28.0-28.9,adult","Body Mass Index 28.0-28.9, adult"
7836,Polyphagia,Polyphagia
32361,Inf ac dis encephalomyel,Infectious acute disseminated encephalomyelitis (ADEM)
V1020,Hx-resp org malignan NOS,"Personal history of malignant neoplasm of respiratory organ, unspecified"
83209,Dislocat elbow NEC-close,"Closed dislocation of elbow, other"
E8252,Mv n-traf acc NEC-mocycl,Other motor vehicle nontraffic accident of other and unspecified nature injuring motorcyclist
6101,Diffus cystic mastopathy,Diffuse cystic mastopathy
8875,"Amput arm, unil NOS-comp","Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, complicated"
81219,Fx upper humerus NEC-opn,Other open fracture of upper end of humerus
9558,Inj mult nerve shldr/arm,Injury to multiple nerves of shoulder girdle and upper limb
3674,Presbyopia,Presbyopia
V6549,Other specfd counseling,Other specified counseling
2552,Adrenogenital disorders,Adrenogenital disorders
78461,Alexia and dyslexia,Alexia and dyslexia
7366,Acq knee deformity NEC,Other acquired deformities of knee
83103,Infer disloc humerus-cl,Closed inferior dislocation of humerus
83969,Dislocat site NEC-closed,"Closed dislocation, other location"
38420,Perforat tympan memb NOS,"Perforation of tympanic membrane, unspecified"
V8533,"BMI 33.0-33.9,adult","Body Mass Index 33.0-33.9, adult"
20023,Burkitt's tumor abdom,"Burkitt's tumor or lymphoma, intra-abdominal lymph nodes"
25801,Mult endo neoplas type I,Multiple endocrine neoplasia [MEN] type I
V1811,Fam hx MEN syndrome,Family history of multiple endocrine neoplasia [MEN] syndrome
4548,"Varic vein leg,comp NEC",Varicose veins of lower extremities with other complications
V602,Economic problem,Inadequate material resources
9112,Blister trunk,"Blister of trunk, without mention of infection"
86810,Intra-abdom inj NOS-open,"Injury to other intra-abdominal organs with open wound into cavity, unspecified intra-abdominal organ"
64892,Oth curr cond-del w p/p,"Other current conditions classifiable elsewhere of mother, delivered, with mention of postpartum complication"
3798,Eye disorders NEC,Other specified disorders of eye and adnexa
30493,Drug depend NOS-remiss,"Unspecified drug dependence, in remission"
1869,Malig neo testis NEC,Malignant neoplasm of other and unspecified testis
E8716,FB post heart catheter,Foreign object left in body during heart catheterization
73609,Forearm deformity NEC,"Other acquired deformities of forearm, excluding fingers"
5981,Traum urethral stricture,Traumatic urethral stricture
9082,Late eff int injury NEC,Late effect of internal injury to other internal organs
83311,Disloc dist radiouln-opn,"Open dislocation of radioulnar (joint), distal"
78939,Abdmnal mass oth spcf st,"Abdominal or pelvic swelling, mass, or lump, other specified site"
1883,Mal neo bladder-anterior,Malignant neoplasm of anterior wall of urinary bladder
V1059,Hx-urinary malignan NEC,Personal history of malignant neoplasm of other urinary organs
03841,H. influenae septicemia,Septicemia due to hemophilus influenzae [H. influenzae]
3888,Disorders of ear NEC,Other disorders of ear
V1741,Fam hx sudden card death,Family history of sudden cardiac death (SCD)
01304,TB meningitis-cult dx,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01164,TB pneumonia-cult dx,"Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
37420,Lagophthalmos NOS,"Lagophthalmos, unspecified"
25091,DMI unspf nt st uncntrld,"Diabetes with unspecified complication, type I [juvenile type], not stated as uncontrolled"
67412,Disrupt c-sect-del w p/p,"Disruption of cesarean wound, delivered, with mention of postpartum complication"
7753,Neonatal thyrotoxicosis,Neonatal thyrotoxicosis
V6142,Substance abuse-family,Substance abuse in family
8209,Fx neck of femur NOS-opn,Open fracture of unspecified part of neck of femur
8065,Opn lumbar fx w cord inj,Open fracture of lumbar spine with spinal cord injury
8679,Pelvic organ inj NOS-opn,"Injury to unspecified pelvic organ, with open wound into cavity"
2312,Ca in situ bronchus/lung,Carcinoma in situ of bronchus and lung
V1851,Family hx colonic polyps,Family history of colonic polyps
38915,Sensorneur hear loss uni,"Sensorineural hearing loss, unilateral"
64234,Trans hyperten-postpart,"Transient hypertension of pregnancy, postpartum condition or complication"
52181,Cracked tooth,Cracked tooth
2392,Bone/skin neoplasm NOS,"Neoplasm of unspecified nature of bone, soft tissue, and skin"
27400,Gouty arthropathy NOS,"Gouty arthropathy, unspecified"
2119,Ben neo GI tract NEC/NOS,Benign neoplasm of other and unspecified site in the digestive system
7751,Neonat diabetes mellitus,Neonatal diabetes mellitus
E8242,N-traf brd/alight-mocycl,Other motor vehicle nontraffic accident while boarding and alighting injuring motorcyclist
29651,Bipol I cur depress-mild,"Bipolar I disorder, most recent episode (or current) depressed, mild"
E9572,Injury-jump fm natur sit,Suicide and self-inflicted injuries by jumping from natural sites
52511,Loss of teeth d/t trauma,Loss of teeth due to trauma
3529,Cranial nerve dis NOS,Unspecified disorder of cranial nerves
7383,Acq chest deformity,Acquired deformity of chest and rib
72230,Schmorl's nodes NOS,"Schmorl's nodes, unspecified region"
53251,Chr duoden ulc perf-obst,"Chronic or unspecified duodenal ulcer with perforation, with obstruction"
36106,"Old detachment, partial","Old retinal detachment, partial"
37443,Abnorm innervation synd,Abnormal innervation syndrome of eyelid
73671,Acq equinovarus,Acquired equinovarus deformity
29654,Bipol I currnt dep w psy,"Bipolar I disorder, most recent episode (or current) depressed, severe, specified as with psychotic behavior"
E8637,Acc poison-rodenticides,Accidental poisoning by rodenticides
4179,Pulmon circulat dis NOS,Unspecified disease of pulmonary circulation
1471,Mal neo post nasopharynx,Malignant neoplasm of posterior wall of nasopharynx
7273,Bursitis NEC,Other bursitis
V1586,Hx-contact/exposure lead,Personal history of contact with and (suspected) exposure to lead
E8744,Instrmnt fail-catheteriz,"Mechanical failure of instrument or apparatus during aspiration of fluid or tissue, puncture, and catheterization"
66934,Ac kidney fail-postpart,"Acute kidney failure following labor and delivery, postpartum condition or complication"
38039,Noninfect dis pinna NEC,Other noninfectious disorders of pinna
32742,REM sleep behavior dis,REM sleep behavior disorder
76070,Nox sub NOS aff NB/fetus,Unspecified noxious substance affecting fetus or newborn via placenta or breast milk
52331,"Aggres periodontitis,loc","Aggressive periodontitis, localized"
36512,Low tension glaucoma,Low tension open-angle glaucoma
11281,Candidal endocarditis,Candidal endocarditis
4843,Pneumonia in whoop cough,Pneumonia in whooping cough
0338,Whooping cough NEC,Whooping cough due to other specified organism
4554,Ext thrombos hemorrhoid,External thrombosed hemorrhoids
6255,Pelvic congestion synd,Pelvic congestion syndrome
43810,Late ef-spch/lng def NOS,"Late effects of cerebrovascular disease, speech and language deficit, unspecified"
36012,Panuveitis,Panuveitis
86110,Heart injury NOS-open,Unspecified injury of heart with open wound into thorax
E8717,FB post-catheter removal,Foreign object left in body during removal of catheter or packing
33511,Kugelberg-welander dis,Kugelberg-Welander disease
2884,Hemophagocytic syndromes,Hemophagocytic syndromes
V0252,Streptococus carrier NEC,Carrier or suspected carrier of other streptococcus
81013,"Fx clavic, acrom end-opn",Open fracture of acromial end of clavicle
75262,Epispadias,Epispadias
2354,Unc behav neo peritoneum,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
34931,Accid punc/op lac dura,Accidental puncture or laceration of dura during a procedure
72741,Ganglion of joint,Ganglion of joint
80024,Cl skl vlt fx-proln coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
51900,Tracheostomy comp NOS,"Tracheostomy complication, unspecified"
80623,T1-t6 fx-cl/cen cord syn,Closed fracture of T1-T6 level with central cord syndrome
9330,Foreign body in pharynx,Foreign body in pharynx
83903,Disloc 3rd cerv vert-cl,"Closed dislocation, third cervical vertebra"
83904,Disloc 4th cerv vert-cl,"Closed dislocation, fourth cervical vertebra"
8799,Opn wound site NOS-compl,"Open wound(s) (multiple) of unspecified site(s), complicated"
24960,Sec DM neuro nt st uncn,"Secondary diabetes mellitus with neurological manifestations, not stated as uncontrolled, or unspecified"
3445,Monoplegia NOS,Unspecified monoplegia
36815,Visual distortions NEC,Other visual distortions and entoptic phenomena
71108,Pyogen arthritis NEC,"Pyogenic arthritis, other specified sites"
64294,Hypertens NOS-postpartum,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
64914,Obesity-postpartum,"Obesity complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
83921,Disloc thoracic vert-cl,"Closed dislocation, thoracic vertebra"
5643,Vomiting post-gi surgery,Vomiting following gastrointestinal surgery
8191,Fx arms w rib/stern-open,"Multiple open fractures involving both upper limbs, and upper limb with rib(s) and sternum"
24901,Sec DM wo comp uncontrld,"Secondary diabetes mellitus without mention of complication, uncontrolled"
36206,Sev nonprolf db retinoph,Severe nonproliferative diabetic retinopathy
36205,Mod nonprolf db retinoph,Moderate nonproliferative diabetic retinopathy
78864,Urinary hesitancy,Urinary hesitancy
36847,Heteronymous hemianopsia,Heteronymous bilateral field defects
79319,Ot nonsp ab fnd lung fld,Other nonspecific abnormal finding of lung field
80376,Opn skul fx NEC-coma NOS,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
80366,Opn skul fx NEC-coma NOS,"Other open skull fracture with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
E0010,"Walking,marching,hiking","Activities involving walking, marching and hiking"
38917,"Sensory hear loss,unilat","Sensory hearing loss, unilateral"
8902,Opn wnd hip/thigh w tend,"Open wound of hip and thigh, with tendon involvement"
96971,Poisoning by caffeine,Poisoning by caffeine
9733,Poisoning-cathartic NEC,"Poisoning by other cathartics, including intestinal atonia"
E8584,Acc poison-gi agent,Accidental poisoning by agents primarily affecting gastrointestinal system
79381,Mammographic microcalcif,Mammographic microcalcification
51853,Ac/chr rsp flr fol tr/sg,Acute and chronic respiratory failure following trauma and surgery
9086,Late eff complic trauma,Late effect of certain complications of trauma
36203,Nonprolf db retnoph NOS,Nonproliferative diabetic retinopathy NOS
V4588,TPA adm status 24 hr pta,Status post administration of tPA (rtPA) in a different facility within the last 24 hours prior to admission to current facility
73733,Radiation scoliosis,Scoliosis due to radiation
73711,Radiation kyphosis,Kyphosis due to radiation
99800,"Postoperative shock, NOS","Postoperative shock, unspecified"
63412,Spon abort w hemorr-comp,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, complete"
5671,Pneumococcal peritonitis,Pneumococcal peritonitis
30573,Amphetamine abuse-remiss,"Amphetamine or related acting sympathomimetic abuse, in remission"
78492,Jaw pain,Jaw pain
V8531,"BMI 31.0-31.9,adult","Body Mass Index 31.0-31.9, adult"
E8710,Post-surgical forgn body,Foreign object left in body during surgical operation
1881,Mal neo bladder-dome,Malignant neoplasm of dome of urinary bladder
2980,React depress psychosis,Depressive type psychosis
8406,Sprain supraspinatus,Supraspinatus (muscle) (tendon) sprain
2137,Ben neo long bones leg,Benign neoplasm of long bones of lower limb
24991,Sec DM unsp uncontrold,"Secondary diabetes mellitus with unspecified complication, uncontrolled"
29990,Pervasv dev dis-cur NOS,"Unspecified pervasive developmental disorder, current or active state"
3550,Sciatic nerve lesion,Lesion of sciatic nerve
30285,"Gend iden dis,adol/adult",Gender identity disorder in adolescents or adults
04671,Gerstmn-Straus-Schnk syn,Gerstmann-Str?ussler-Scheinker syndrome
6279,Menopausal disorder NOS,Unspecified menopausal and postmenopausal disorder
01405,TB peritonitis-histo dx,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
44771,Thoracic aortic ectasia,Thoracic aortic ectasia
71842,Jt contracture-up/arm,"Contracture of joint, upper arm"
0578,Viral exanthemata NEC,Other specified viral exanthemata
79539,Nonsp positive cult NEC,Other nonspecific positive culture findings
96905,Pois tricyclc antidepres,Poisoning by tricyclic antidepressants
2759,Dis mineral metabol NOS,Unspecified disorder of mineral metabolism
71694,Arthropathy NOS-hand,"Arthropathy, unspecified, hand"
96903,Pois serotinin reuptake,Poisoning by selective serotonin reuptake inhibitors
25512,Conn's syndrome,Conn's syndrome
78833,Mixed incontinence,Mixed incontinence (male) (female)
80372,Opn skul fx NEC-brf coma,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
36283,Retinal edema,Retinal edema
7320,Juv osteochondros spine,Juvenile osteochondrosis of spine
4292,Ascvd,"Cardiovascular disease, unspecified"
E9453,Adv eff musc agt NEC/NOS,Other and unspecified drugs acting on muscles causing adverse effects in therapeutic use
64681,Preg compl NEC-delivered,"Other specified complications of pregnancy, delivered, with or without mention of antepartum condition"
20018,Lymphosarcoma mult,"Lymphosarcoma, lymph nodes of multiple sites"
43381,Ocl spcf art w infrct,Occlusion and stenosis of other specified precerebral artery with cerebral infarction
71615,Traum arthropathy-pelvis,"Traumatic arthropathy, pelvic region and thigh"
E9430,Adv eff antacids,Antacids and antigastric secretion drugs causing adverse effects in therapeutic use
99941,Anaphyl d/t adm bld/prod,Anaphylactic reaction due to administration of blood and blood products
1501,Mal neo thoracic esophag,Malignant neoplasm of thoracic esophagus
99589,Adverse effect NEC,"Other specified adverse effects, not elsewhere classified"
87371,Opn wnd buc mucosa-compl,"Open wound of buccal mucosa, complicated"
E8381,Watercraft acc NEC-power,"Other and unspecified water transport accident injuring occupant of small boat, powered"
E9109,Accidental drowning NOS,Unspecified accidental drowning or submersion
3551,Meralgia paresthetica,Meralgia paresthetica
20951,Ben carcinoid appendix,Benign carcinoid tumor of the appendix
8190,Fx arms w rib/sternum-cl,"Multiple closed fractures involving both upper limbs, and upper limb with rib(s) and sternum"
94204,Burn NOS back,Burn of unspecified degree of back [any part]
E899,Fire accident NOS,Accident caused by unspecified fire
0491,Adenoviral meningitis,Meningitis due to adenovirus
05881,Human herpesvirus 6 infc,Human herpesvirus 6 infection
1320,Pediculus capitis,Pediculus capitis [head louse]
1329,Pediculosis NOS,"Pediculosis, unspecified"
78002,Trans alter awareness,Transient alteration of awareness
8076,Fx larynx/trachea-open,Open fracture of larynx and trachea
71693,Arthropathy NOS-forearm,"Arthropathy, unspecified, forearm"
36616,Senile nuclear cataract,Senile nuclear sclerosis
V6110,Consl partner prob,"Counseling for marital and partner problems, unspecified"
29512,Hebephrenia-chronic,"Disorganized type schizophrenia, chronic"
2978,Paranoid states NEC,Other specified paranoid states
6192,"Genital-skin fistul, fem","Genital tract-skin fistula, female"
20921,Mal carcinoid bronc/lung,Malignant carcinoid tumor of the bronchus and lung
E9801,Undeterm pois-barbiturat,"Poisoning by barbiturates, undetermined whether accidentally or purposely inflicted"
79095,Elev C-reactive protein,Elevated C-reactive protein (CRP)
7969,Abnormal findings NEC,Other nonspecific abnormal findings
37410,Ectropion NOS,"Ectropion, unspecified"
38023,Chr otitis externa NEC,Other chronic otitis externa
1764,Lung - kaposi's sarcoma,"Kaposi's sarcoma, lung"
1468,Mal neo oropharynx NEC,Malignant neoplasm of other specified sites of oropharynx
9593,Elb/forearm/wrst inj NOS,"Elbow, forearm, and wrist injury"
94209,Burn NOS trunk NEC,Burn of unspecified degree of other and multiple sites of trunk
20011,Lymphosarcoma head,"Lymphosarcoma, lymph nodes of head, face, and neck"
20412,Chr lymp leuk in relapse,"Chronic lymphoid leukemia, in relapse"
3430,Congenital diplegia,Congenital diplegia
31531,Expressive language dis,Expressive language disorder
V5844,Aftercare organ transplt,Aftercare following organ transplant
6274,Sympt state w artif meno,Symptomatic states associated with artificial menopause
41022,"AMI inferolateral,subseq","Acute myocardial infarction of inferolateral wall, subsequent episode of care"
3062,Psychogen cardiovasc dis,Cardiovascular malfunction arising from mental factors
92420,Contusion of foot,Contusion of foot
0844,Malaria NEC,Other malaria
72612,Bicipital tenosynovitis,Bicipital tenosynovitis
8973,"Amput abv kn, unil-compl","Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, complicated"
82139,Fx low end femur NEC-opn,Other open fracture of lower end of femur
36207,Diabetic macular edema,Diabetic macular edema
29681,Atypical manic disorder,Atypical manic disorder
35921,Myotonic musclr dystrphy,Myotonic muscular dystrophy
3158,Development delays NEC,Other specified delays in development
8790,Open wound of breast,"Open wound of breast, without mention of complication"
83114,Disloc acromioclavic-opn,Open dislocation of acromioclavicular (joint)
9180,Superfic inj periocular,Superficial injury of eyelids and periocular area
71687,Arthropathy NEC-ankle,"Other specified arthropathy, ankle and foot"
E9441,Adv eff purine diuretics,Purine derivative diuretics causing adverse effects in therapeutic use
64933,Coagulation def-antepart,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
64293,Hypertens NOS-antepartum,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
38401,Bullous myringitis,Bullous myringitis
6249,Noninflam dis vulva NOS,Unspecified noninflammatory disorder of vulva and perineum
E9659,Assault-explosive NOS,Assault by unspecified explosive
9722,Poisoning-antilipemics,Poisoning by antilipemic and antiarteriosclerotic drugs
5970,Urethral abscess,Urethral abscess
59800,Urethr strict:infect NOS,Urethral stricture due to unspecified infection
E8343,Wtrcraft fall NEC-pasngr,Other fall from one level to another in water transport injuring occupant of other watercraft -- other than crew
3343,Cerebellar ataxia NEC,Other cerebellar ataxia
E8311,Boat acc inj NEC-power,"Accident to watercraft causing other injury to occupant of small boat, powered"
36589,Glaucoma NEC,Other specified glaucoma
74512,Correct transpos grt ves,Corrected transposition of great vessels
7237,Ossification cerv lig,Ossification of posterior longitudinal ligament in cervical region
E8384,Watercraft acc NEC-skier,Other and unspecified water transport accident injuring water skier
71213,Dicalc phos crys-forearm,"Chondrocalcinosis, due to dicalcium phosphate crystals, forearm"
3411,Schilder's disease,Schilder's disease
75435,Cong hip disloc w sublux,Congenital dislocation of one hip with subluxation of other hip
75482,Pectus carinatum,Pectus carinatum
6031,Infected hydrocele,Infected hydrocele
E8555,Acc poison-adrenergics,Accidental poisoning by sympathomimetics [adrenergics]
2534,Anter pituitary dis NEC,Other anterior pituitary disorders
75441,Cong knee dislocation,Congenital dislocation of knee (with genu recurvatum)
73020,Osteomyelitis NOS-unspec,"Unspecified osteomyelitis, site unspecified"
43885,Vertigo,"Other late effects of cerebrovascular disease, vertigo"
52333,Acute periodontitis,Acute periodontitis
60820,Torsion of testis NOS,"Torsion of testis, unspecified"
28802,Cyclic neutropenia,Cyclic neutropenia
7325,Juv osteochondrosis foot,Juvenile osteochondrosis of foot
66561,Damage to pelvic jt-del,"Damage to pelvic joints and ligaments, delivered, with or without mention of antepartum condition"
65571,Decrease fetal movmt del,"Decreased fetal movements, affecting management of mother, delivered, with or without mention of antepartum condition"
65661,Excess fetal grth-deliv,"Excessive fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition"
65921,Pyrexia in labor-deliver,"Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition"
E8163,Loss control mv-mcyc psg,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger on motorcycle"
6145,Ac pelv peritonitis-fem,"Acute or unspecified pelvic peritonitis, female"
01205,TB pleurisy-histolog dx,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
33822,Chron post-thoracot pain,Chronic post-thoracotomy pain
E9505,Poison-drug/medicin NOS,Suicide and self-inflicted poisoning by unspecified drug or medicinal substance
34710,Narclpsy w/o cat oth dis,"Narcolepsy in conditions classified elsewhere, without cataplexy"
9832,Toxic eff caustic alkali,Toxic effect of caustic alkalis
41513,Saddle embol pulmon art,Saddle embolus of pulmonary artery
66614,Postpart hem NEC-postpar,"Other immediate postpartum hemorrhage, postpartum condition or complication"
66914,Obstetric shock-postpart,"Shock during or following labor and delivery, postpartum condition or complication"
9473,Burn of GI tract,Burn of gastrointestinal tract
9472,Burn of esophagus,Burn of esophagus
05412,Herpetic ulcer of vulva,Herpetic ulceration of vulva
20929,Malig carcinoid oth site,Malignant carcinoid tumor of other sites
20972,Sec neuroend tumor-liver,Secondary neuroendocrine tumor of liver
20974,Sec neuroendo tu-periton,Secondary neuroendocrine tumor of peritoneum
20979,Sec neuroend tu oth site,Secondary neuroendocrine tumor of other sites
82532,"Fx navicular, foot-open","Open fracture of navicular [scaphoid], foot"
82524,"Fx cuneiform, foot-clos","Closed fracture of cuneiform, foot"
38021,Cholesteatoma extern ear,Cholesteatoma of external ear
99833,Disrpt trauma wound repr,Disruption of traumatic injury wound repair
79510,Abn gland pap smr vagina,Abnormal glandular Papanicolaou smear of vagina
79389,Abn finding-breast NEC,Other (abnormal) findings on radiological examination of breast
E0009,Externl cause status NOS,Unspecified external cause status
6169,Female gen inflam NOS,"Unspecified inflammatory disease of cervix, vagina, and vulva"
51289,Other pneumothorax,Other pneumothorax
2702,Arom amin-acid metab NEC,Other disturbances of aromatic amino-acid metabolism
00843,Int infec campylobacter,Intestinal infection due to campylobacter
29042,Vasc dementia w delusion,"Vascular dementia, with delusions"
E9991,"Late effect, terrorism",Late effect of injury due to terrorism
71996,Joint dis NOS-l/leg,"Unspecified disorder of joint, lower leg"
E9205,Acc-hypodermic needle,Accidents caused by hypodermic needle
69513,Stevens-Johnson syndrome,Stevens-Johnson syndrome
69550,Exfol d/t eryth <10% bdy,Exfoliation due to erythematous condition involving less than 10 percent of body surface
65414,Uterine tumor-postpartum,"Tumors of body of uterus, postpartum condition or complication"
